#  NACA 2814                                       
#  alpha =   1.4494
#  Mach  =   0.0000
#  Reyn  =   110000
#  Ncrit =  12.0000
#
#    x           cf
   0.299078E-03  0.671609E-02
   0.517258E-04  0.144608E-01
   0.652751E-05  0.214620E-01
   0.154102E-03  0.280710E-01
   0.509248E-03  0.334463E-01
   0.108182E-02  0.374343E-01
   0.187894E-02  0.397835E-01
   0.290336E-02  0.406586E-01
   0.415660E-02  0.403218E-01
   0.564014E-02  0.391034E-01
   0.735722E-02  0.373096E-01
   0.931400E-02  0.351913E-01
   0.115205E-01  0.329259E-01
   0.139914E-01  0.306387E-01
   0.167467E-01  0.284062E-01
   0.198125E-01  0.262720E-01
   0.232220E-01  0.242619E-01
   0.270161E-01  0.223807E-01
   0.312450E-01  0.206314E-01
   0.359687E-01  0.190076E-01
   0.412578E-01  0.175031E-01
   0.471933E-01  0.161083E-01
   0.538643E-01  0.148169E-01
   0.613632E-01  0.136208E-01
   0.697769E-01  0.125149E-01
   0.791741E-01  0.114940E-01
   0.895906E-01  0.105555E-01
   0.101018      0.969507E-02
   0.113400      0.890942E-02
   0.126644      0.819430E-02
   0.140632      0.754427E-02
   0.155247      0.695289E-02
   0.170377      0.641396E-02
   0.185930      0.592124E-02
   0.201829      0.546926E-02
   0.218015      0.505308E-02
   0.234442      0.466835E-02
   0.251074      0.431128E-02
   0.267883      0.397904E-02
   0.284846      0.366893E-02
   0.301944      0.337873E-02
   0.319163      0.310677E-02
   0.336491      0.285142E-02
   0.353915      0.261146E-02
   0.371427      0.238577E-02
   0.389018      0.217355E-02
   0.406682      0.197405E-02
   0.424412      0.178675E-02
   0.442201      0.161118E-02
   0.460045      0.144712E-02
   0.477938      0.129432E-02
   0.495875      0.115273E-02
   0.513853      0.102237E-02
   0.531868      0.903295E-03
   0.549915      0.795657E-03
   0.567990      0.699665E-03
   0.586091      0.615609E-03
   0.604214      0.543821E-03
   0.622355      0.484828E-03
   0.640510      0.439389E-03
   0.658674      0.408676E-03
   0.676841      0.394624E-03
   0.695002      0.400555E-03
   0.713143      0.432528E-03
   0.731240      0.502654E-03
   0.749252      0.708152E-03
   0.767109      0.110617E-02
   0.784689      0.162504E-02
   0.801795      0.226887E-02
   0.818246      0.281890E-02
   0.834311      0.311711E-02
   0.850136      0.320044E-02
   0.865794      0.309357E-02
   0.881309      0.283723E-02
   0.896674      0.247638E-02
   0.911847      0.205814E-02
   0.926754      0.163330E-02
   0.941269      0.123791E-02
   0.955217      0.891805E-03
   0.968380      0.610135E-03
   0.980531      0.395301E-03
