#  NACA 2814                                       
#  alpha =   2.3330
#  Mach  =   0.0000
#  Reyn  =   110000
#  Ncrit =  12.0000
#
#    x           cf
   0.766382E-03  0.255505E-02
   0.299078E-03  0.105173E-01
   0.517258E-04  0.180119E-01
   0.652751E-05  0.251338E-01
   0.154102E-03  0.313959E-01
   0.509248E-03  0.365815E-01
   0.108182E-02  0.401573E-01
   0.187894E-02  0.421081E-01
   0.290336E-02  0.425595E-01
   0.415660E-02  0.418226E-01
   0.564014E-02  0.402429E-01
   0.735722E-02  0.381346E-01
   0.931400E-02  0.357501E-01
   0.115205E-01  0.332637E-01
   0.139914E-01  0.307953E-01
   0.167467E-01  0.284158E-01
   0.198125E-01  0.261633E-01
   0.232220E-01  0.240587E-01
   0.270161E-01  0.221024E-01
   0.312450E-01  0.202938E-01
   0.359687E-01  0.186237E-01
   0.412578E-01  0.170833E-01
   0.471933E-01  0.156609E-01
   0.538643E-01  0.143485E-01
   0.613632E-01  0.131365E-01
   0.697769E-01  0.120184E-01
   0.791741E-01  0.109880E-01
   0.895906E-01  0.100412E-01
   0.101018      0.917305E-02
   0.113400      0.837909E-02
   0.126644      0.765430E-02
   0.140632      0.699255E-02
   0.155247      0.638678E-02
   0.170377      0.583022E-02
   0.185930      0.531606E-02
   0.201829      0.483823E-02
   0.218015      0.439108E-02
   0.234442      0.396953E-02
   0.251074      0.356894E-02
   0.267883      0.318553E-02
   0.284846      0.281570E-02
   0.301944      0.245642E-02
   0.319163      0.210550E-02
   0.336491      0.176140E-02
   0.353915      0.142402E-02
   0.371427      0.109492E-02
   0.389018      0.778034E-03
   0.406682      0.479918E-03
   0.424412      0.209647E-03
   0.442201     -0.223314E-04
   0.460045     -0.206407E-03
   0.477938     -0.337055E-03
   0.495875     -0.416177E-03
   0.513853     -0.452675E-03
   0.531868     -0.459160E-03
   0.549915     -0.451555E-03
   0.567990     -0.435412E-03
   0.586091     -0.418423E-03
   0.604214     -0.403686E-03
   0.622355     -0.391357E-03
   0.640510     -0.381067E-03
   0.658674     -0.372410E-03
   0.676841     -0.365044E-03
   0.695002     -0.358698E-03
   0.713143     -0.353159E-03
   0.731240     -0.348259E-03
   0.749252     -0.343871E-03
   0.767109     -0.339894E-03
   0.784689     -0.336257E-03
   0.801795     -0.332921E-03
   0.818246     -0.329832E-03
   0.834311     -0.326936E-03
   0.850136     -0.294742E-03
   0.865794     -0.226948E-03
   0.881309     -0.184699E-03
   0.896674     -0.157803E-03
   0.911847     -0.132359E-03
   0.926754     -0.109554E-03
   0.941269     -0.917024E-04
   0.955217     -0.799751E-04
   0.968380     -0.731864E-04
   0.980531     -0.694687E-04
   0.991499     -0.672527E-04
    1.00000     -0.657537E-04
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
    1.32272       0.00000    
    1.37496       0.00000    
    1.43417       0.00000    
    1.50131       0.00000    
    1.57743       0.00000    
    1.66372       0.00000    
    1.76155       0.00000    
    1.87245       0.00000    
    1.99817       0.00000    

   0.146544E-02  0.488709E-02
   0.240290E-02  0.111696E-01
   0.358061E-02  0.163922E-01
   0.499817E-02  0.199338E-01
   0.665500E-02  0.223851E-01
   0.855236E-02  0.236668E-01
   0.106948E-01  0.241758E-01
   0.130911E-01  0.240804E-01
   0.157552E-01  0.235751E-01
   0.187069E-01  0.227957E-01
   0.219723E-01  0.218408E-01
   0.255849E-01  0.207831E-01
   0.295867E-01  0.196716E-01
   0.340288E-01  0.185377E-01
   0.389730E-01  0.174065E-01
   0.444923E-01  0.162904E-01
   0.506707E-01  0.151997E-01
   0.576015E-01  0.141414E-01
   0.653819E-01  0.131213E-01
   0.741045E-01  0.121438E-01
   0.838430E-01  0.112135E-01
   0.946370E-01  0.103359E-01
   0.106478      0.951497E-02
   0.119308      0.875419E-02
   0.133025      0.805401E-02
   0.147504      0.741381E-02
   0.162617      0.683001E-02
   0.178248      0.629811E-02
   0.194297      0.581325E-02
   0.210686      0.537002E-02
   0.227354      0.496364E-02
   0.244254      0.458969E-02
   0.261348      0.424424E-02
   0.278610      0.392372E-02
   0.296018      0.362524E-02
   0.313553      0.334600E-02
   0.331201      0.308364E-02
   0.348950      0.283606E-02
   0.366789      0.260124E-02
   0.384711      0.237734E-02
   0.402707      0.216276E-02
   0.420771      0.195586E-02
   0.438896      0.175528E-02
   0.457078      0.155969E-02
   0.475311      0.136796E-02
   0.493590      0.117932E-02
   0.511913      0.993407E-03
   0.530274      0.810340E-03
   0.548670      0.631137E-03
   0.567098      0.457682E-03
   0.585554      0.292916E-03
   0.604035      0.140826E-03
   0.622536      0.602835E-05
   0.641056     -0.106865E-03
   0.659589     -0.194325E-03
   0.678129     -0.255090E-03
   0.696668     -0.291382E-03
   0.715193     -0.307333E-03
   0.733682     -0.309153E-03
   0.752097     -0.304462E-03
   0.770369     -0.294875E-03
   0.788379     -0.284928E-03
   0.805933     -0.276221E-03
   0.822959     -0.270123E-03
   0.839720     -0.265777E-03
   0.856325     -0.262642E-03
   0.872817     -0.260558E-03
   0.889196     -0.259594E-03
   0.905421     -0.260030E-03
   0.921408     -0.262277E-03
   0.937012     -0.265645E-03
   0.952024     -0.261508E-03
   0.966181     -0.228378E-03
   0.979220     -0.107619E-03
   0.990945      0.164874E-03
    1.00000      0.700165E-03
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
    1.32272       0.00000    
    1.37496       0.00000    
    1.43417       0.00000    
    1.50131       0.00000    
    1.57743       0.00000    
    1.66372       0.00000    
    1.76155       0.00000    
    1.87245       0.00000    
    1.99817       0.00000    

