#  NACA 2814                                       
#  alpha =   1.6132
#  Mach  =   0.0000
#  Reyn  =   110000
#  Ncrit =  12.0000
#
#    x           cf
   0.980531     -0.764489E-04
   0.991499     -0.928693E-04
    1.00000     -0.992346E-04
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
    1.32272       0.00000    
    1.37496       0.00000    
    1.43417       0.00000    
    1.50131       0.00000    
    1.57743       0.00000    
    1.66372       0.00000    
    1.76155       0.00000    
    1.87245       0.00000    
    1.99817       0.00000    

   0.766382E-03  0.343842E-03
   0.146544E-02  0.757783E-02
   0.240290E-02  0.137178E-01
   0.358061E-02  0.185103E-01
   0.499817E-02  0.218378E-01
   0.665500E-02  0.239161E-01
   0.855236E-02  0.249462E-01
   0.106948E-01  0.251991E-01
   0.130911E-01  0.248913E-01
   0.157552E-01  0.242045E-01
   0.187069E-01  0.232725E-01
   0.219723E-01  0.221899E-01
   0.255849E-01  0.210258E-01
   0.295867E-01  0.198259E-01
   0.340288E-01  0.186184E-01
   0.389730E-01  0.174262E-01
   0.444923E-01  0.162594E-01
   0.506707E-01  0.151267E-01
   0.576015E-01  0.140338E-01
   0.653819E-01  0.129849E-01
   0.741045E-01  0.119838E-01
   0.838430E-01  0.110339E-01
   0.946370E-01  0.101401E-01
   0.106478      0.930560E-02
   0.119308      0.853314E-02
   0.133025      0.782259E-02
   0.147504      0.717280E-02
   0.162617      0.657973E-02
   0.178248      0.603844E-02
   0.194297      0.554376E-02
   0.210686      0.508993E-02
   0.227354      0.467185E-02
   0.244254      0.428476E-02
   0.261348      0.392435E-02
   0.278610      0.358669E-02
   0.296018      0.326845E-02
   0.313553      0.296638E-02
   0.331201      0.267757E-02
   0.348950      0.239941E-02
   0.366789      0.212936E-02
   0.384711      0.186526E-02
   0.402707      0.160540E-02
   0.420771      0.134858E-02
   0.438896      0.109470E-02
   0.457078      0.844950E-03
   0.475311      0.602420E-03
   0.493590      0.372505E-03
   0.511913      0.162828E-03
   0.530274     -0.176151E-04
   0.548670     -0.160218E-03
   0.567098     -0.259737E-03
   0.585554     -0.317602E-03
   0.604035     -0.341257E-03
   0.622536     -0.342443E-03
   0.641056     -0.333833E-03
   0.659589     -0.320045E-03
   0.678129     -0.307505E-03
   0.696668     -0.297154E-03
   0.715193     -0.288755E-03
   0.733682     -0.281931E-03
   0.752097     -0.276358E-03
   0.770369     -0.271782E-03
   0.788379     -0.268017E-03
   0.805933     -0.264918E-03
   0.822959     -0.262327E-03
   0.839720     -0.259969E-03
   0.856325     -0.257707E-03
   0.872817     -0.255477E-03
   0.889196     -0.253263E-03
   0.905421     -0.251082E-03
   0.921408     -0.248989E-03
   0.937012     -0.247079E-03
   0.952024     -0.245496E-03
   0.966181     -0.244429E-03
   0.979220     -0.244119E-03
   0.990945     -0.244773E-03
    1.00000     -0.207214E-03
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
    1.32272       0.00000    
    1.37496       0.00000    
    1.43417       0.00000    
    1.50131       0.00000    
    1.57743       0.00000    
    1.66372       0.00000    
    1.76155       0.00000    
    1.87245       0.00000    
    1.99817       0.00000    

