#  NACA 2814                                       
#  alpha =   1.5523
#  Mach  =   0.0000
#  Reyn  =   110000
#  Ncrit =  12.0000
#
#    x           cf
   0.299078E-03  0.719054E-02
   0.517258E-04  0.149348E-01
   0.652751E-05  0.219252E-01
   0.154102E-03  0.285105E-01
   0.509248E-03  0.338516E-01
   0.108182E-02  0.377917E-01
   0.187894E-02  0.400892E-01
   0.290336E-02  0.409105E-01
   0.415660E-02  0.405226E-01
   0.564014E-02  0.392580E-01
   0.735722E-02  0.374239E-01
   0.931400E-02  0.352714E-01
   0.115205E-01  0.329777E-01
   0.139914E-01  0.306671E-01
   0.167467E-01  0.284156E-01
   0.198125E-01  0.262662E-01
   0.232220E-01  0.242439E-01
   0.270161E-01  0.223530E-01
   0.312450E-01  0.205961E-01
   0.359687E-01  0.189663E-01
   0.412578E-01  0.174572E-01
   0.471933E-01  0.160589E-01
   0.538643E-01  0.147649E-01
   0.613632E-01  0.135669E-01
   0.697769E-01  0.124596E-01
   0.791741E-01  0.114378E-01
   0.895906E-01  0.104985E-01
   0.101018      0.963755E-02
   0.113400      0.885137E-02
   0.126644      0.813566E-02
   0.140632      0.748494E-02
   0.155247      0.689268E-02
   0.170377      0.635268E-02
   0.185930      0.585862E-02
   0.201829      0.540504E-02
   0.218015      0.498693E-02
   0.234442      0.459993E-02
   0.251074      0.424021E-02
   0.267883      0.390490E-02
   0.284846      0.359124E-02
   0.301944      0.329698E-02
   0.319163      0.302039E-02
   0.336491      0.275977E-02
   0.353915      0.251387E-02
   0.371427      0.228152E-02
   0.389018      0.206186E-02
   0.406682      0.185411E-02
   0.424412      0.165775E-02
   0.442201      0.147232E-02
   0.460045      0.129759E-02
   0.477938      0.113341E-02
   0.495875      0.979781E-03
   0.513853      0.836824E-03
   0.531868      0.704702E-03
   0.549915      0.583645E-03
   0.567990      0.473897E-03
   0.586091      0.375686E-03
   0.604214      0.289145E-03
   0.622355      0.214380E-03
   0.640510      0.151418E-03
   0.658674      0.100246E-03
   0.676841      0.609181E-04
   0.695002      0.337035E-04
   0.713143      0.193095E-04
   0.731240      0.193817E-04
   0.749252      0.371171E-04
   0.767109      0.795076E-04
   0.784689      0.158367E-03
   0.801795      0.420500E-03
   0.818246      0.763580E-03
   0.834311      0.103342E-02
   0.850136      0.120326E-02
   0.865794      0.125458E-02
   0.881309      0.119508E-02
   0.896674      0.104951E-02
   0.911847      0.852111E-03
   0.926754      0.643292E-03
   0.941269      0.444093E-03
   0.955217      0.272449E-03
   0.968380      0.138283E-03
   0.980531      0.424017E-04
   0.991499     -0.218842E-04
    1.00000     -0.561235E-04
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
    1.32272       0.00000    
    1.37496       0.00000    
    1.43417       0.00000    
    1.50131       0.00000    
    1.57743       0.00000    
    1.66372       0.00000    
    1.76155       0.00000    
    1.87245       0.00000    
    1.99817       0.00000    

   0.766382E-03  0.532461E-03
   0.146544E-02  0.774852E-02
   0.240290E-02  0.138872E-01
   0.358061E-02  0.186453E-01
   0.499817E-02  0.219647E-01
   0.665500E-02  0.240171E-01
   0.855236E-02  0.250316E-01
   0.106948E-01  0.252678E-01
   0.130911E-01  0.249461E-01
   0.157552E-01  0.242473E-01
   0.187069E-01  0.233052E-01
   0.219723E-01  0.222140E-01
