#  NACA 2814                                       
#  alpha =   1.4768
#  Mach  =   0.0000
#  Reyn  =   110000
#  Ncrit =  12.0000
#
#    x           cf
   0.299078E-03  0.683978E-02
   0.517258E-04  0.145844E-01
   0.652751E-05  0.215829E-01
   0.154102E-03  0.281858E-01
   0.509248E-03  0.335521E-01
   0.108182E-02  0.375277E-01
   0.187894E-02  0.398634E-01
   0.290336E-02  0.407245E-01
   0.415660E-02  0.403743E-01
   0.564014E-02  0.391439E-01
   0.735722E-02  0.373395E-01
   0.931400E-02  0.352122E-01
   0.115205E-01  0.329395E-01
   0.139914E-01  0.306462E-01
   0.167467E-01  0.284086E-01
   0.198125E-01  0.262705E-01
   0.232220E-01  0.242572E-01
   0.270161E-01  0.223734E-01
   0.312450E-01  0.206221E-01
   0.359687E-01  0.189967E-01
   0.412578E-01  0.174910E-01
   0.471933E-01  0.160952E-01
   0.538643E-01  0.148031E-01
   0.613632E-01  0.136065E-01
   0.697769E-01  0.125002E-01
   0.791741E-01  0.114791E-01
   0.895906E-01  0.105403E-01
   0.101018      0.967967E-02
   0.113400      0.889385E-02
   0.126644      0.817852E-02
   0.140632      0.752827E-02
   0.155247      0.693661E-02
   0.170377      0.639734E-02
   0.185930      0.590420E-02
   0.201829      0.545173E-02
   0.218015      0.503497E-02
   0.234442      0.464955E-02
   0.251074      0.429169E-02
   0.267883      0.395854E-02
   0.284846      0.364737E-02
   0.301944      0.335596E-02
   0.319163      0.308263E-02
   0.336491      0.282571E-02
   0.353915      0.258398E-02
   0.371427      0.235632E-02
   0.389018      0.214186E-02
   0.406682      0.193988E-02
   0.424412      0.174984E-02
   0.442201      0.157126E-02
   0.460045      0.140390E-02
   0.477938      0.124754E-02
   0.495875      0.110210E-02
   0.513853      0.967624E-03
   0.531868      0.844160E-03
   0.549915      0.731849E-03
   0.567990      0.630866E-03
   0.586091      0.541431E-03
   0.604214      0.463751E-03
   0.622355      0.398141E-03
   0.640510      0.345018E-03
   0.658674      0.305006E-03
   0.676841      0.279147E-03
   0.695002      0.269242E-03
   0.713143      0.278417E-03
   0.731240      0.312527E-03
   0.749252      0.382910E-03
   0.767109      0.568827E-03
   0.784689      0.957135E-03
   0.801795      0.149567E-02
   0.818246      0.200133E-02
   0.834311      0.231947E-02
   0.850136      0.245706E-02
   0.865794      0.242134E-02
   0.881309      0.224211E-02
   0.896674      0.195927E-02
   0.911847      0.161777E-02
   0.926754      0.126676E-02
   0.941269      0.939129E-03
   0.955217      0.653911E-03
   0.968380      0.424398E-03
   0.980531      0.252366E-03
   0.991499      0.132107E-03
    1.00000      0.627433E-04
    1.00010       0.00000    
    1.00899       0.00000    
    1.01913       0.00000    
    1.03065       0.00000    
    1.04373       0.00000    
    1.05856       0.00000    
    1.07540       0.00000    
    1.09450       0.00000    
    1.11616       0.00000    
    1.14074       0.00000    
    1.16860       0.00000    
    1.20020       0.00000    
    1.23603       0.00000    
    1.27666       0.00000    
